"id","title","authors","price","rating","link"
287,"The Self-Service Data Roadmap","Sandeep Uttamchandani","Not Available","No Rating","https://play.google.com/store/books/details?id=pEn8DwAAQBAJ&source=gbs_api"
288,"Engineering Agile Big-Data Systems","Feeney, Kevin, Davies, Jim, Hellmann, Sebastian","Not Available","No Rating","http://books.google.co.in/books?id=btd8DwAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
289,"Deep Learning and Missing Data in Engineering Systems","Collins Achepsah Leke, Tshilidzi Marwala","Not Available","No Rating","http://books.google.co.in/books?id=8H3augEACAAJ&dq=data+engineering&hl=&source=gbs_api"
290,"Data Teams","Jesse Anderson","Not Available","No Rating","http://books.google.co.in/books?id=6cMhzgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
291,"Big Data Application in Power Systems","Reza Arghandeh, Yuxun Zhou","Not Available","No Rating","https://play.google.com/store/books/details?id=tBHtEAAAQBAJ&source=gbs_api"
292,"Site Reliability Engineering","Niall Richard Murphy, Betsy Beyer, Chris Jones, Jennifer Petoff","Not Available","5","https://play.google.com/store/books/details?id=tYrPCwAAQBAJ&source=gbs_api"
293,"Data Engineering","Yupo Chan, John Talburt, Terry M. Talley","Not Available","No Rating","https://play.google.com/store/books/details?id=IpEfAjPItbwC&source=gbs_api"
295,"Intelligent Data Engineering and Automated Learning – IDEAL 2018","Hujun Yin, David Camacho, Paulo Novais, Antonio J. Tallón-Ballesteros","Not Available","No Rating","https://play.google.com/store/books/details?id=YuN3DwAAQBAJ&source=gbs_api"
296,"Modern Data Engineering with Apache Spark","Scott Haines","Not Available","No Rating","http://books.google.co.in/books?id=HmGbzgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
297,"Web Scalability for Startup Engineers","Artur Ejsmont","Not Available","No Rating","https://play.google.com/store/books/details?id=rnnlCQAAQBAJ&source=gbs_api"
298,"Data Warehousing and Web Engineering","Becker, Shirley","Not Available","No Rating","https://play.google.com/store/books/details?id=HuwEhB1MT5cC&source=gbs_api"
299,"An Introduction to Agile Data Engineering Using Data Vault 2. 0","Kent Graziano","Not Available","No Rating","http://books.google.co.in/books?id=TNfMyQEACAAJ&dq=data+engineering&hl=&source=gbs_api"
300,"Spark: The Definitive Guide","Bill Chambers, Matei Zaharia","Not Available","5","https://play.google.com/store/books/details?id=pitLDwAAQBAJ&source=gbs_api"
301,"Data Engineering on Azure","Vlad Riscutia","Not Available","No Rating","http://books.google.co.in/books?id=q1Q5EAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
302,"Data Engineering with Python","Paul Crickard","Not Available","No Rating","https://play.google.com/store/books/details?id=9RYFEAAAQBAJ&source=gbs_api"
303,"Data Engineering with Google Cloud Platform","Adi Wijaya","Not Available","No Rating","https://play.google.com/store/books/details?id=AH9gEAAAQBAJ&source=gbs_api"
304,"Data Engineering with Apache Spark, Delta Lake, and Lakehouse","Manoj Kukreja, Danil Zburivsky","Not Available","No Rating","https://play.google.com/store/books/details?id=XiJEEAAAQBAJ&source=gbs_api"
305,"Fundamentals of Data Engineering","Joe Reis, Matt Housley","Not Available","No Rating","http://books.google.co.in/books?id=3qd2EAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
306,"97 Things Every Data Engineer Should Know","Tobias Macey","Not Available","No Rating","https://play.google.com/store/books/details?id=ZTQzEAAAQBAJ&source=gbs_api"
307,"The Rails Way","Obie Fernandez","Not Available","No Rating","http://books.google.co.in/books?id=bSfoGQkZYcQC&dq=data+engineering&hl=&source=gbs_api"
308,"The Pragmatic Programmer","David Thomas, Andrew Hunt","Not Available","No Rating","https://play.google.com/store/books/details?id=LhOlDwAAQBAJ&source=gbs_api"
309,"Data Pipelines Pocket Reference","James Densmore","Not Available","No Rating","http://books.google.co.in/books?id=SxgcEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
310,"Official Google Cloud Certified Professional Data Engineer Study Guide","Dan Sullivan","Not Available","No Rating","https://play.google.com/store/books/details?id=NDXnDwAAQBAJ&source=gbs_api"
311,"Data-Driven Science and Engineering","Steven L. Brunton, J. Nathan Kutz","Not Available","No Rating","http://books.google.co.in/books?id=rxNkEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
312,"Azure Data Engineering Cookbook","Ahmad Osama","Not Available","No Rating","https://play.google.com/store/books/details?id=G3UjEAAAQBAJ&source=gbs_api"
313,"Data Engineering and Communication Technology","K. Ashoka Reddy, B. Rama Devi, Boby George, K. Srujan Raju","Not Available","No Rating","https://play.google.com/store/books/details?id=48wvEAAAQBAJ&source=gbs_api"
314,"Emerging Research in Data Engineering Systems and Computer Communications","P. Venkata Krishna, Mohammad S. Obaidat","Not Available","No Rating","https://play.google.com/store/books/details?id=KIvPDwAAQBAJ&source=gbs_api"
315,"Advances in Artificial Intelligence and Data Engineering","Niranjan N. Chiplunkar, Takanori Fukao","Not Available","No Rating","http://books.google.co.in/books?id=iIhezgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
316,"Azure Data Engineer Associate Certification Guide","Newton Alex","Not Available","No Rating","https://play.google.com/store/books/details?id=NCdcEAAAQBAJ&source=gbs_api"
317,"Perspectives on Data Science for Software Engineering","Tim Menzies, Laurie Williams, Thomas Zimmermann","Not Available","5","https://play.google.com/store/books/details?id=Kc7nCQAAQBAJ&source=gbs_api"
318,"Data-Driven Engineering Design","Ang Liu, Yuchen Wang, Xingzhi Wang","Not Available","No Rating","https://play.google.com/store/books/details?id=glJHEAAAQBAJ&source=gbs_api"
319,"Data Engineering and Intelligent Computing","Suresh Chandra Satapathy, Vikrant Bhateja, K. Srujan Raju, B. Janakiramaiah","Not Available","No Rating","https://play.google.com/store/books/details?id=niYmDwAAQBAJ&source=gbs_api"
320,"Data Science from Scratch","Joel Grus","Not Available","5","http://books.google.co.in/books?id=24kdCAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
321,"Big Data in Engineering Applications","Sanjiban Sekhar Roy, Pijush Samui, Ravinesh Deo, Stavros Ntalampiras","Not Available","5","https://play.google.com/store/books/details?id=3XZZDwAAQBAJ&source=gbs_api"
322,"Intelligent Data Engineering and Analytics","Suresh Chandra Satapathy, Yu-Dong Zhang, Vikrant Bhateja, Ritanjali Majhi","Not Available","No Rating","https://play.google.com/store/books/details?id=lQ36DwAAQBAJ&source=gbs_api"
323,"Advanced Data Analysis and Modelling in Chemical Engineering","Denis Constales, Gregory S. Yablonsky, Dagmar R. D'hooge, Joris W. Thybaut, Guy B. Marin","Not Available","No Rating","https://play.google.com/store/books/details?id=IQ6dBAAAQBAJ&source=gbs_api"
324,"Data Analytics for Engineering and Construction Project Risk Management","Ivan Damnjanovic, Kenneth Reinschmidt","Not Available","No Rating","https://play.google.com/store/books/details?id=uv-ZDwAAQBAJ&source=gbs_api"
325,"Big Data Analytics in Traffic and Transportation Engineering: Emerging Research and Opportunities","Moridpour, Sara, Toran Pour, Alireza, Saghapour, Tayebeh","Not Available","No Rating","https://play.google.com/store/books/details?id=MvGCDwAAQBAJ&source=gbs_api"
326,"Computational Methods and Data Engineering","Vijendra Singh, Vijayan K. Asari, Sanjay Kumar, R. B. Patel","Not Available","No Rating","https://play.google.com/store/books/details?id=a374DwAAQBAJ&source=gbs_api"
327,"Proceedings of the International Conference on Data Engineering and Communication Technology","Suresh Chandra Satapathy, Vikrant Bhateja, Amit Joshi","Not Available","5","https://play.google.com/store/books/details?id=e7_mDAAAQBAJ&source=gbs_api"
328,"Sharing Data and Models in Software Engineering","Tim Menzies, Ekrem Kocaguneli, Burak Turhan, Leandro Minku, Fayola Peters","Not Available","No Rating","https://play.google.com/store/books/details?id=Qj3LAwAAQBAJ&source=gbs_api"
329,"Architecting Modern Data Platforms","Jan Kunigk, Ian Buss, Paul Wilkinson, Lars George","Not Available","No Rating","https://play.google.com/store/books/details?id=1qd9DwAAQBAJ&source=gbs_api"
330,"The Definitive Guide to Azure Data Engineering","Ron C. L'Esteve","Not Available","No Rating","http://books.google.co.in/books?id=vWx1zgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
331,"Reference Data for Engineers","Mac E. Van Valkenburg, Wendy M. Middleton","Not Available","5","http://books.google.co.in/books?id=R67HARlhisYC&dq=data+engineering&hl=&source=gbs_api"
332,"Engineering Data on Mixing","Reiji Reiji Mezaki, Masafumi Masafumi Mochizuki, Kohei Ogawa","Not Available","No Rating","https://play.google.com/store/books/details?id=6PDnxdmwlKUC&source=gbs_api"
333,"Data Engineering and Data Science","Kukatlapalli Pradeep Kumar, Aynur Unal, Vinay Jha Pillai, Hari Murthy, M. Niranjanamurthy","Not Available","No Rating","https://play.google.com/store/books/details?id=5wfUEAAAQBAJ&source=gbs_api"
334,"Recent Advances in Artificial Intelligence and Data Engineering","Pushparaj Shetty D., Surendra Shetty","Not Available","No Rating","https://play.google.com/store/books/details?id=6bJLEAAAQBAJ&source=gbs_api"
335,"Data Science in Engineering and Management","Zdzislaw Polkowski, Sambit Kumar Mishra, Julian Vasilev","Not Available","No Rating","http://books.google.co.in/books?id=_vNUEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
336,"The Self-Service Data Roadmap","Sandeep Uttamchandani","Not Available","No Rating","https://play.google.com/store/books/details?id=pEn8DwAAQBAJ&source=gbs_api"
337,"Engineering Agile Big-Data Systems","Feeney, Kevin, Davies, Jim, Hellmann, Sebastian","Not Available","No Rating","http://books.google.co.in/books?id=btd8DwAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
338,"Ultimate Data Engineering with Databricks","Mayank Malhotra","Not Available","No Rating","https://play.google.com/store/books/details?id=9hb1EAAAQBAJ&source=gbs_api"
339,"Data Engineering","Olaf Wolkenhauer","Not Available","5","https://play.google.com/store/books/details?id=0dPoREoo3bMC&source=gbs_api"
340,"Machine Learning Engineering in Action","Ben Wilson","Not Available","No Rating","https://play.google.com/store/books/details?id=5W5mEAAAQBAJ&source=gbs_api"
341,"Modern Data Engineering with Apache Spark","Scott Haines","Not Available","No Rating","http://books.google.co.in/books?id=HmGbzgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
342,"Web Scalability for Startup Engineers","Artur Ejsmont","Not Available","No Rating","https://play.google.com/store/books/details?id=rnnlCQAAQBAJ&source=gbs_api"
343,"Spark: The Definitive Guide","Bill Chambers, Matei Zaharia","Not Available","5","https://play.google.com/store/books/details?id=pitLDwAAQBAJ&source=gbs_api"
344,"Domain-driven Design","Eric Evans","Not Available","5","http://books.google.co.in/books?id=xColAAPGubgC&dq=data+engineering&hl=&source=gbs_api"
345,"Learn Java the Easy Way","Bryson Payne","Not Available","No Rating","https://play.google.com/store/books/details?id=nLgrDwAAQBAJ&source=gbs_api"
346,"Feature Engineering for Machine Learning and Data Analytics","Guozhu Dong, Huan Liu","Not Available","No Rating","https://play.google.com/store/books/details?id=661SDwAAQBAJ&source=gbs_api"
347,"Data Visualization and Knowledge Engineering","Jude Hemanth, Madhulika Bhatia, Oana Geman","Not Available","No Rating","https://play.google.com/store/books/details?id=EXioDwAAQBAJ&source=gbs_api"
348,"Mechanical Engineer's Data Handbook","J. Carvill","Not Available","No Rating","https://play.google.com/store/books/details?id=6-VdBgAAQBAJ&source=gbs_api"
349,"Data Engineering on Azure","Vlad Riscutia","Not Available","No Rating","http://books.google.co.in/books?id=q1Q5EAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
350,"Intelligent Data Engineering and Automated Learning – IDEAL 2018","Hujun Yin, David Camacho, Paulo Novais, Antonio J. Tallón-Ballesteros","Not Available","No Rating","https://play.google.com/store/books/details?id=YuN3DwAAQBAJ&source=gbs_api"
351,"Data Engineering with Python","Paul Crickard","Not Available","No Rating","https://play.google.com/store/books/details?id=9RYFEAAAQBAJ&source=gbs_api"
352,"Data Warehousing and Web Engineering","Becker, Shirley","Not Available","No Rating","https://play.google.com/store/books/details?id=HuwEhB1MT5cC&source=gbs_api"
353,"Data Engineering on Azure","Vlad Riscutia","Not Available","No Rating","http://books.google.co.in/books?id=q1Q5EAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
354,"Data Engineering with Google Cloud Platform","Adi Wijaya","Not Available","No Rating","https://play.google.com/store/books/details?id=AH9gEAAAQBAJ&source=gbs_api"
355,"Data Engineering with Apache Spark, Delta Lake, and Lakehouse","Manoj Kukreja, Danil Zburivsky","Not Available","No Rating","https://play.google.com/store/books/details?id=XiJEEAAAQBAJ&source=gbs_api"
356,"Data Engineering with Python","Paul Crickard","Not Available","No Rating","https://play.google.com/store/books/details?id=9RYFEAAAQBAJ&source=gbs_api"
357,"97 Things Every Data Engineer Should Know","Tobias Macey","Not Available","No Rating","https://play.google.com/store/books/details?id=ZTQzEAAAQBAJ&source=gbs_api"
358,"Data Engineering with Google Cloud Platform","Adi Wijaya","Not Available","No Rating","https://play.google.com/store/books/details?id=AH9gEAAAQBAJ&source=gbs_api"
359,"The Rails Way","Obie Fernandez","Not Available","No Rating","http://books.google.co.in/books?id=bSfoGQkZYcQC&dq=data+engineering&hl=&source=gbs_api"
360,"Data Engineering with Apache Spark, Delta Lake, and Lakehouse","Manoj Kukreja, Danil Zburivsky","Not Available","No Rating","https://play.google.com/store/books/details?id=XiJEEAAAQBAJ&source=gbs_api"
361,"Data Engineering on Azure","Vlad Riscutia","Not Available","No Rating","http://books.google.co.in/books?id=q1Q5EAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
362,"The Pragmatic Programmer","David Thomas, Andrew Hunt","Not Available","No Rating","https://play.google.com/store/books/details?id=LhOlDwAAQBAJ&source=gbs_api"
363,"Fundamentals of Data Engineering","Joe Reis, Matt Housley","Not Available","No Rating","http://books.google.co.in/books?id=3qd2EAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
364,"Data Pipelines Pocket Reference","James Densmore","Not Available","No Rating","http://books.google.co.in/books?id=SxgcEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
365,"Data Engineering with Python","Paul Crickard","Not Available","No Rating","https://play.google.com/store/books/details?id=9RYFEAAAQBAJ&source=gbs_api"
366,"97 Things Every Data Engineer Should Know","Tobias Macey","Not Available","No Rating","https://play.google.com/store/books/details?id=ZTQzEAAAQBAJ&source=gbs_api"
367,"Official Google Cloud Certified Professional Data Engineer Study Guide","Dan Sullivan","Not Available","No Rating","https://play.google.com/store/books/details?id=NDXnDwAAQBAJ&source=gbs_api"
368,"The Rails Way","Obie Fernandez","Not Available","No Rating","http://books.google.co.in/books?id=bSfoGQkZYcQC&dq=data+engineering&hl=&source=gbs_api"
369,"Data Engineering with Google Cloud Platform","Adi Wijaya","Not Available","No Rating","https://play.google.com/store/books/details?id=AH9gEAAAQBAJ&source=gbs_api"
370,"Data-Driven Science and Engineering","Steven L. Brunton, J. Nathan Kutz","Not Available","No Rating","http://books.google.co.in/books?id=rxNkEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
371,"The Pragmatic Programmer","David Thomas, Andrew Hunt","Not Available","No Rating","https://play.google.com/store/books/details?id=LhOlDwAAQBAJ&source=gbs_api"
372,"Data Engineering on Azure","Vlad Riscutia","Not Available","No Rating","http://books.google.co.in/books?id=q1Q5EAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
373,"Data Engineering with Apache Spark, Delta Lake, and Lakehouse","Manoj Kukreja, Danil Zburivsky","Not Available","No Rating","https://play.google.com/store/books/details?id=XiJEEAAAQBAJ&source=gbs_api"
374,"Azure Data Engineering Cookbook","Ahmad Osama","Not Available","No Rating","https://play.google.com/store/books/details?id=G3UjEAAAQBAJ&source=gbs_api"
375,"Data Pipelines Pocket Reference","James Densmore","Not Available","No Rating","http://books.google.co.in/books?id=SxgcEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
376,"Data Engineering with Python","Paul Crickard","Not Available","No Rating","https://play.google.com/store/books/details?id=9RYFEAAAQBAJ&source=gbs_api"
377,"Fundamentals of Data Engineering","Joe Reis, Matt Housley","Not Available","No Rating","http://books.google.co.in/books?id=3qd2EAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
378,"Data Engineering and Communication Technology","K. Ashoka Reddy, B. Rama Devi, Boby George, K. Srujan Raju","Not Available","No Rating","https://play.google.com/store/books/details?id=48wvEAAAQBAJ&source=gbs_api"
379,"Official Google Cloud Certified Professional Data Engineer Study Guide","Dan Sullivan","Not Available","No Rating","https://play.google.com/store/books/details?id=NDXnDwAAQBAJ&source=gbs_api"
380,"Data Engineering with Google Cloud Platform","Adi Wijaya","Not Available","No Rating","https://play.google.com/store/books/details?id=AH9gEAAAQBAJ&source=gbs_api"
381,"97 Things Every Data Engineer Should Know","Tobias Macey","Not Available","No Rating","https://play.google.com/store/books/details?id=ZTQzEAAAQBAJ&source=gbs_api"
382,"Data-Driven Science and Engineering","Steven L. Brunton, J. Nathan Kutz","Not Available","No Rating","http://books.google.co.in/books?id=rxNkEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
383,"Emerging Research in Data Engineering Systems and Computer Communications","P. Venkata Krishna, Mohammad S. Obaidat","Not Available","No Rating","https://play.google.com/store/books/details?id=KIvPDwAAQBAJ&source=gbs_api"
384,"Data Engineering with Apache Spark, Delta Lake, and Lakehouse","Manoj Kukreja, Danil Zburivsky","Not Available","No Rating","https://play.google.com/store/books/details?id=XiJEEAAAQBAJ&source=gbs_api"
385,"The Rails Way","Obie Fernandez","Not Available","No Rating","http://books.google.co.in/books?id=bSfoGQkZYcQC&dq=data+engineering&hl=&source=gbs_api"
386,"Azure Data Engineering Cookbook","Ahmad Osama","Not Available","No Rating","https://play.google.com/store/books/details?id=G3UjEAAAQBAJ&source=gbs_api"
387,"Fundamentals of Data Engineering","Joe Reis, Matt Housley","Not Available","No Rating","http://books.google.co.in/books?id=3qd2EAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
388,"The Pragmatic Programmer","David Thomas, Andrew Hunt","Not Available","No Rating","https://play.google.com/store/books/details?id=LhOlDwAAQBAJ&source=gbs_api"
389,"Data Engineering and Communication Technology","K. Ashoka Reddy, B. Rama Devi, Boby George, K. Srujan Raju","Not Available","No Rating","https://play.google.com/store/books/details?id=48wvEAAAQBAJ&source=gbs_api"
390,"Advances in Artificial Intelligence and Data Engineering","Niranjan N. Chiplunkar, Takanori Fukao","Not Available","No Rating","http://books.google.co.in/books?id=iIhezgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
391,"97 Things Every Data Engineer Should Know","Tobias Macey","Not Available","No Rating","https://play.google.com/store/books/details?id=ZTQzEAAAQBAJ&source=gbs_api"
392,"Emerging Research in Data Engineering Systems and Computer Communications","P. Venkata Krishna, Mohammad S. Obaidat","Not Available","No Rating","https://play.google.com/store/books/details?id=KIvPDwAAQBAJ&source=gbs_api"
393,"Perspectives on Data Science for Software Engineering","Tim Menzies, Laurie Williams, Thomas Zimmermann","Not Available","5","https://play.google.com/store/books/details?id=Kc7nCQAAQBAJ&source=gbs_api"
394,"The Rails Way","Obie Fernandez","Not Available","No Rating","http://books.google.co.in/books?id=bSfoGQkZYcQC&dq=data+engineering&hl=&source=gbs_api"
395,"The Pragmatic Programmer","David Thomas, Andrew Hunt","Not Available","No Rating","https://play.google.com/store/books/details?id=LhOlDwAAQBAJ&source=gbs_api"
396,"Data-Driven Engineering Design","Ang Liu, Yuchen Wang, Xingzhi Wang","Not Available","No Rating","https://play.google.com/store/books/details?id=glJHEAAAQBAJ&source=gbs_api"
397,"Data Pipelines Pocket Reference","James Densmore","Not Available","No Rating","http://books.google.co.in/books?id=SxgcEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
398,"Advances in Artificial Intelligence and Data Engineering","Niranjan N. Chiplunkar, Takanori Fukao","Not Available","No Rating","http://books.google.co.in/books?id=iIhezgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
399,"Azure Data Engineer Associate Certification Guide","Newton Alex","Not Available","No Rating","https://play.google.com/store/books/details?id=NCdcEAAAQBAJ&source=gbs_api"
400,"Data Engineering and Intelligent Computing","Suresh Chandra Satapathy, Vikrant Bhateja, K. Srujan Raju, B. Janakiramaiah","Not Available","No Rating","https://play.google.com/store/books/details?id=niYmDwAAQBAJ&source=gbs_api"
401,"Data Pipelines Pocket Reference","James Densmore","Not Available","No Rating","http://books.google.co.in/books?id=SxgcEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
402,"Official Google Cloud Certified Professional Data Engineer Study Guide","Dan Sullivan","Not Available","No Rating","https://play.google.com/store/books/details?id=NDXnDwAAQBAJ&source=gbs_api"
403,"Perspectives on Data Science for Software Engineering","Tim Menzies, Laurie Williams, Thomas Zimmermann","Not Available","5","https://play.google.com/store/books/details?id=Kc7nCQAAQBAJ&source=gbs_api"
404,"Data Science from Scratch","Joel Grus","Not Available","5","http://books.google.co.in/books?id=24kdCAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
405,"Data-Driven Science and Engineering","Steven L. Brunton, J. Nathan Kutz","Not Available","No Rating","http://books.google.co.in/books?id=rxNkEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
406,"Data-Driven Engineering Design","Ang Liu, Yuchen Wang, Xingzhi Wang","Not Available","No Rating","https://play.google.com/store/books/details?id=glJHEAAAQBAJ&source=gbs_api"
408,"Official Google Cloud Certified Professional Data Engineer Study Guide","Dan Sullivan","Not Available","No Rating","https://play.google.com/store/books/details?id=NDXnDwAAQBAJ&source=gbs_api"
407,"Systems, Patterns and Data Engineering with Geometric Calculi","Sebastià Xambó-Descamps","Not Available","No Rating","https://play.google.com/store/books/details?id=RvI4EAAAQBAJ&source=gbs_api"
409,"Azure Data Engineering Cookbook","Ahmad Osama","Not Available","No Rating","https://play.google.com/store/books/details?id=G3UjEAAAQBAJ&source=gbs_api"
410,"Data-Driven Science and Engineering","Steven L. Brunton, J. Nathan Kutz","Not Available","No Rating","http://books.google.co.in/books?id=rxNkEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
411,"Data Engineering and Communication Technology","K. Ashoka Reddy, B. Rama Devi, Boby George, K. Srujan Raju","Not Available","No Rating","https://play.google.com/store/books/details?id=48wvEAAAQBAJ&source=gbs_api"
412,"Data Engineering and Intelligent Computing","Suresh Chandra Satapathy, Vikrant Bhateja, K. Srujan Raju, B. Janakiramaiah","Not Available","No Rating","https://play.google.com/store/books/details?id=niYmDwAAQBAJ&source=gbs_api"
413,"Intelligent Data Engineering and Analytics","Suresh Chandra Satapathy, Yu-Dong Zhang, Vikrant Bhateja, Ritanjali Majhi","Not Available","No Rating","https://play.google.com/store/books/details?id=lQ36DwAAQBAJ&source=gbs_api"
414,"Azure Data Engineering Cookbook","Ahmad Osama","Not Available","No Rating","https://play.google.com/store/books/details?id=G3UjEAAAQBAJ&source=gbs_api"
415,"Emerging Research in Data Engineering Systems and Computer Communications","P. Venkata Krishna, Mohammad S. Obaidat","Not Available","No Rating","https://play.google.com/store/books/details?id=KIvPDwAAQBAJ&source=gbs_api"
416,"Data Science from Scratch","Joel Grus","Not Available","5","http://books.google.co.in/books?id=24kdCAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
417,"Enterprise Big Data Engineering, Analytics, and Management","Atzmueller, Martin","Not Available","No Rating","https://play.google.com/store/books/details?id=P5BJDAAAQBAJ&source=gbs_api"
418,"Data Engineering and Communication Technology","K. Ashoka Reddy, B. Rama Devi, Boby George, K. Srujan Raju","Not Available","No Rating","https://play.google.com/store/books/details?id=48wvEAAAQBAJ&source=gbs_api"
419,"Systems, Patterns and Data Engineering with Geometric Calculi","Sebastià Xambó-Descamps","Not Available","No Rating","https://play.google.com/store/books/details?id=RvI4EAAAQBAJ&source=gbs_api"
420,"Big Data in Engineering Applications","Sanjiban Sekhar Roy, Pijush Samui, Ravinesh Deo, Stavros Ntalampiras","Not Available","5","https://play.google.com/store/books/details?id=3XZZDwAAQBAJ&source=gbs_api"
421,"Advances in Artificial Intelligence and Data Engineering","Niranjan N. Chiplunkar, Takanori Fukao","Not Available","No Rating","http://books.google.co.in/books?id=iIhezgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
422,"Emerging Research in Data Engineering Systems and Computer Communications","P. Venkata Krishna, Mohammad S. Obaidat","Not Available","No Rating","https://play.google.com/store/books/details?id=KIvPDwAAQBAJ&source=gbs_api"
423,"Enterprise Big Data Engineering, Analytics, and Management","Atzmueller, Martin","Not Available","No Rating","https://play.google.com/store/books/details?id=P5BJDAAAQBAJ&source=gbs_api"
424,"Intelligent Data Engineering and Automated Learning – IDEAL 2020","Cesar Analide, Paulo Novais, David Camacho, Hujun Yin","Not Available","No Rating","https://play.google.com/store/books/details?id=NScGEAAAQBAJ&source=gbs_api"
425,"Azure Data Engineer Associate Certification Guide","Newton Alex","Not Available","No Rating","https://play.google.com/store/books/details?id=NCdcEAAAQBAJ&source=gbs_api"
426,"Advances in Artificial Intelligence and Data Engineering","Niranjan N. Chiplunkar, Takanori Fukao","Not Available","No Rating","http://books.google.co.in/books?id=iIhezgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
427,"Intelligent Data Engineering and Analytics","Suresh Chandra Satapathy, Yu-Dong Zhang, Vikrant Bhateja, Ritanjali Majhi","Not Available","No Rating","https://play.google.com/store/books/details?id=lQ36DwAAQBAJ&source=gbs_api"
428,"Advanced Data Analysis and Modelling in Chemical Engineering","Denis Constales, Gregory S. Yablonsky, Dagmar R. D'hooge, Joris W. Thybaut, Guy B. Marin","Not Available","No Rating","https://play.google.com/store/books/details?id=IQ6dBAAAQBAJ&source=gbs_api"
429,"Perspectives on Data Science for Software Engineering","Tim Menzies, Laurie Williams, Thomas Zimmermann","Not Available","5","https://play.google.com/store/books/details?id=Kc7nCQAAQBAJ&source=gbs_api"
430,"Azure Data Engineer Associate Certification Guide","Newton Alex","Not Available","No Rating","https://play.google.com/store/books/details?id=NCdcEAAAQBAJ&source=gbs_api"
431,"Big Data in Engineering Applications","Sanjiban Sekhar Roy, Pijush Samui, Ravinesh Deo, Stavros Ntalampiras","Not Available","5","https://play.google.com/store/books/details?id=3XZZDwAAQBAJ&source=gbs_api"
432,"Data Analytics for Engineering and Construction Project Risk Management","Ivan Damnjanovic, Kenneth Reinschmidt","Not Available","No Rating","https://play.google.com/store/books/details?id=uv-ZDwAAQBAJ&source=gbs_api"
433,"Data-Driven Engineering Design","Ang Liu, Yuchen Wang, Xingzhi Wang","Not Available","No Rating","https://play.google.com/store/books/details?id=glJHEAAAQBAJ&source=gbs_api"
434,"Perspectives on Data Science for Software Engineering","Tim Menzies, Laurie Williams, Thomas Zimmermann","Not Available","5","https://play.google.com/store/books/details?id=Kc7nCQAAQBAJ&source=gbs_api"
435,"Intelligent Data Engineering and Automated Learning – IDEAL 2020","Cesar Analide, Paulo Novais, David Camacho, Hujun Yin","Not Available","No Rating","https://play.google.com/store/books/details?id=NScGEAAAQBAJ&source=gbs_api"
436,"Data Engineering and Intelligent Computing","Suresh Chandra Satapathy, Vikrant Bhateja, K. Srujan Raju, B. Janakiramaiah","Not Available","No Rating","https://play.google.com/store/books/details?id=niYmDwAAQBAJ&source=gbs_api"
437,"Computational Methods and Data Engineering","Vijendra Singh, Vijayan K. Asari, Sanjay Kumar, R. B. Patel","Not Available","No Rating","https://play.google.com/store/books/details?id=a374DwAAQBAJ&source=gbs_api"
438,"Data-Driven Engineering Design","Ang Liu, Yuchen Wang, Xingzhi Wang","Not Available","No Rating","https://play.google.com/store/books/details?id=glJHEAAAQBAJ&source=gbs_api"
439,"Advanced Data Analysis and Modelling in Chemical Engineering","Denis Constales, Gregory S. Yablonsky, Dagmar R. D'hooge, Joris W. Thybaut, Guy B. Marin","Not Available","No Rating","https://play.google.com/store/books/details?id=IQ6dBAAAQBAJ&source=gbs_api"
